UTC Time at End of Hour,Demand (MW),Demand (MW) (Adjusted),Net Generation (MW),Total Interchange (MW)
2024-03-27 22:00:00+00:00,67423.0,67423.0,68495.0,-494.0
2024-03-27 23:00:00+00:00,67970.0,67970.0,68905.0,-578.0
2024-03-28 00:00:00+00:00,69194.0,69194.0,69744.0,-1067.0
2024-03-28 01:00:00+00:00,71450.0,71450.0,70817.0,-2139.0
2024-03-28 02:00:00+00:00,72420.0,72420.0,71225.0,-2537.0
2024-03-28 03:00:00+00:00,70713.0,70713.0,69519.0,-2543.0
2024-03-28 04:00:00+00:00,68206.0,68206.0,66962.0,-2492.0
2024-03-28 05:00:00+00:00,66639.0,66639.0,66035.0,-1838.0
2024-03-28 06:00:00+00:00,66105.0,66105.0,64136.0,-3230.0
2024-03-28 07:00:00+00:00,65483.0,65483.0,63249.0,-3427.0
2024-03-28 08:00:00+00:00,65424.0,65424.0,63314.0,-3228.0
2024-03-28 09:00:00+00:00,65778.0,65778.0,63957.0,-3025.0
2024-03-28 10:00:00+00:00,66469.0,66469.0,64537.0,-3059.0
2024-03-28 11:00:00+00:00,69679.0,69679.0,67384.0,-3562.0
2024-03-28 12:00:00+00:00,74453.0,74453.0,72128.0,-3723.0
2024-03-28 13:00:00+00:00,76256.0,76256.0,74440.0,-3205.0
2024-03-28 14:00:00+00:00,74736.0,74736.0,73432.0,-2447.0
2024-03-28 15:00:00+00:00,72606.0,72606.0,72181.0,-1604.0
2024-03-28 16:00:00+00:00,71150.0,71150.0,70902.0,-1346.0
2024-03-28 17:00:00+00:00,69383.0,69383.0,69342.0,-1394.0
2024-03-28 18:00:00+00:00,68286.0,68286.0,67693.0,-1848.0
2024-03-28 19:00:00+00:00,67356.0,67356.0,66752.0,-1913.0
2024-03-28 20:00:00+00:00,66179.0,66179.0,65081.0,-2348.0
2024-03-28 21:00:00+00:00,65606.0,65606.0,64543.0,-2383.0
2024-03-28 22:00:00+00:00,65274.0,65274.0,63864.0,-2605.0
2024-03-28 23:00:00+00:00,65861.0,65861.0,64293.0,-2751.0
2024-03-29 00:00:00+00:00,66772.0,66772.0,64940.0,-3160.0
2024-03-29 01:00:00+00:00,68439.0,68439.0,66946.0,-2833.0
2024-03-29 02:00:00+00:00,68735.0,68735.0,68123.0,-2352.0
2024-03-29 03:00:00+00:00,67066.0,67066.0,67118.0,-1799.0
2024-03-29 04:00:00+00:00,64885.0,64885.0,64910.0,-1999.0
2024-03-29 05:00:00+00:00,62690.0,62690.0,62939.0,-1704.0
2024-03-29 06:00:00+00:00,61853.0,61853.0,61416.0,-2488.0
2024-03-29 07:00:00+00:00,60984.0,60984.0,59961.0,-3031.0
2024-03-29 08:00:00+00:00,60742.0,60742.0,59352.0,-3284.0
2024-03-29 09:00:00+00:00,61037.0,61037.0,59296.0,-3736.0
2024-03-29 10:00:00+00:00,61417.0,61417.0,60421.0,-2879.0
2024-03-29 11:00:00+00:00,63159.0,63159.0,63679.0,-1553.0
2024-03-29 12:00:00+00:00,66341.0,66341.0,67327.0,-1310.0
2024-03-29 13:00:00+00:00,68196.0,68196.0,69527.0,-947.0
2024-03-29 14:00:00+00:00,68157.0,68157.0,68379.0,-2011.0
2024-03-29 15:00:00+00:00,66979.0,66979.0,66066.0,-2756.0
2024-03-29 16:00:00+00:00,65648.0,65648.0,64198.0,-3256.0
2024-03-29 17:00:00+00:00,64456.0,64456.0,62165.0,-3866.0
2024-03-29 18:00:00+00:00,63391.0,63391.0,60642.0,-4143.0
2024-03-29 19:00:00+00:00,62843.0,62843.0,59919.0,-4277.0
2024-03-29 20:00:00+00:00,62303.0,62303.0,59382.0,-4566.0
2024-03-29 21:00:00+00:00,62132.0,62132.0,60121.0,-4381.0
2024-03-29 22:00:00+00:00,62640.0,62640.0,60182.0,-4586.0
2024-03-29 23:00:00+00:00,63209.0,63209.0,59972.0,-4667.0
2024-03-30 00:00:00+00:00,63511.0,63511.0,59954.0,-4959.0
2024-03-30 01:00:00+00:00,64457.0,64457.0,60722.0,-5110.0
2024-03-30 02:00:00+00:00,64232.0,64232.0,61322.0,-4482.0
2024-03-30 03:00:00+00:00,62634.0,62634.0,59866.0,-4439.0
2024-03-30 04:00:00+00:00,61041.0,61041.0,59097.0,-3355.0
2024-03-30 05:00:00+00:00,58645.0,58645.0,57680.0,-2671.0
2024-03-30 06:00:00+00:00,57040.0,57040.0,55919.0,-2963.0
2024-03-30 07:00:00+00:00,55815.0,55815.0,54520.0,-3077.0
2024-03-30 08:00:00+00:00,55284.0,55284.0,54408.0,-2667.0
2024-03-30 09:00:00+00:00,55189.0,55189.0,54673.0,-2348.0
2024-03-30 10:00:00+00:00,55250.0,55250.0,54980.0,-2039.0
2024-03-30 11:00:00+00:00,55520.0,55520.0,56702.0,-726.0
2024-03-30 12:00:00+00:00,57173.0,57173.0,58243.0,-883.0
2024-03-30 13:00:00+00:00,58839.0,58839.0,59242.0,-1574.0
2024-03-30 14:00:00+00:00,60574.0,60574.0,60760.0,-1709.0
2024-03-30 15:00:00+00:00,61218.0,61218.0,61264.0,-2040.0
2024-03-30 16:00:00+00:00,61355.0,61355.0,60754.0,-2516.0
2024-03-30 17:00:00+00:00,61429.0,61429.0,59344.0,-3756.0
2024-03-30 18:00:00+00:00,61445.0,61445.0,59026.0,-3929.0
2024-03-30 19:00:00+00:00,61318.0,61318.0,58748.0,-3885.0
2024-03-30 20:00:00+00:00,61326.0,61326.0,58667.0,-3921.0
2024-03-30 21:00:00+00:00,61597.0,61597.0,58685.0,-4128.0
2024-03-30 22:00:00+00:00,62455.0,62455.0,59783.0,-3809.0
2024-03-30 23:00:00+00:00,63245.0,63245.0,60762.0,-3583.0
2024-03-31 00:00:00+00:00,63752.0,63752.0,61444.0,-3375.0
2024-03-31 01:00:00+00:00,64569.0,64569.0,62913.0,-2833.0
2024-03-31 02:00:00+00:00,64818.0,64818.0,62840.0,-3143.0
2024-03-31 03:00:00+00:00,62938.0,62938.0,60698.0,-3463.0
2024-03-31 04:00:00+00:00,60300.0,60300.0,58153.0,-3245.0
2024-03-31 05:00:00+00:00,58142.0,58142.0,56749.0,-2539.0
2024-03-31 06:00:00+00:00,56782.0,56782.0,54129.0,-3920.0
2024-03-31 07:00:00+00:00,55856.0,55856.0,52811.0,-4149.0
2024-03-31 08:00:00+00:00,55268.0,55268.0,51418.0,-4805.0
2024-03-31 09:00:00+00:00,54521.0,54521.0,49732.0,-5811.0
2024-03-31 10:00:00+00:00,54360.0,54360.0,50113.0,-5310.0
2024-03-31 11:00:00+00:00,54652.0,54652.0,50402.0,-5249.0
2024-03-31 12:00:00+00:00,56260.0,56260.0,52318.0,-5013.0
2024-03-31 13:00:00+00:00,58028.0,58028.0,53047.0,-6041.0
2024-03-31 14:00:00+00:00,60098.0,60098.0,55432.0,-5646.0
2024-03-31 15:00:00+00:00,61184.0,61184.0,55844.0,-6445.0
2024-03-31 16:00:00+00:00,61241.0,61241.0,55905.0,-6347.0
2024-03-31 17:00:00+00:00,61145.0,61145.0,56345.0,-5801.0
2024-03-31 18:00:00+00:00,60737.0,60737.0,55826.0,-5933.0
2024-03-31 19:00:00+00:00,60193.0,60193.0,55624.0,-5606.0
2024-03-31 20:00:00+00:00,60033.0,60033.0,55990.0,-5237.0
2024-03-31 21:00:00+00:00,60312.0,60312.0,57151.0,-4409.0
2024-03-31 22:00:00+00:00,61031.0,61031.0,58503.0,-4077.0
2024-03-31 23:00:00+00:00,61938.0,61938.0,59900.0,-3606.0
2024-04-01 00:00:00+00:00,62972.0,62972.0,61264.0,-3651.0
2024-04-01 01:00:00+00:00,64639.0,64639.0,62712.0,-3739.0
2024-04-01 02:00:00+00:00,65135.0,65135.0,63435.0,-3530.0
2024-04-01 03:00:00+00:00,63226.0,63226.0,61033.0,-4111.0
2024-04-01 04:00:00+00:00,61421.0,61421.0,59722.0,-3390.0
2024-04-01 05:00:00+00:00,59118.0,59118.0,58041.0,-2686.0
2024-04-01 06:00:00+00:00,57434.0,57434.0,55889.0,-3206.0
2024-04-01 07:00:00+00:00,56498.0,56498.0,54770.0,-3241.0
2024-04-01 08:00:00+00:00,55571.0,55571.0,53845.0,-3142.0
2024-04-01 09:00:00+00:00,55497.0,55497.0,53774.0,-3126.0
2024-04-01 10:00:00+00:00,57162.0,57162.0,56042.0,-2683.0
2024-04-01 11:00:00+00:00,60662.0,60662.0,60277.0,-2287.0
2024-04-01 12:00:00+00:00,64929.0,64929.0,63824.0,-3131.0
2024-04-01 13:00:00+00:00,67665.0,67665.0,65850.0,-3758.0
2024-04-01 14:00:00+00:00,68975.0,68975.0,66623.0,-4245.0
2024-04-01 15:00:00+00:00,70001.0,70001.0,68668.0,-3096.0
2024-04-01 16:00:00+00:00,70926.0,70926.0,69844.0,-2987.0
2024-04-01 17:00:00+00:00,71450.0,71450.0,70370.0,-2839.0
2024-04-01 18:00:00+00:00,71805.0,71805.0,70236.0,-3466.0
2024-04-01 19:00:00+00:00,72039.0,72039.0,69920.0,-3903.0
2024-04-01 20:00:00+00:00,71825.0,71825.0,69659.0,-3984.0
2024-04-01 21:00:00+00:00,71624.0,71624.0,70199.0,-3348.0
2024-04-01 22:00:00+00:00,71680.0,71680.0,70534.0,-3155.0
2024-04-01 23:00:00+00:00,72307.0,72307.0,71368.0,-3015.0
2024-04-02 00:00:00+00:00,72563.0,72563.0,72360.0,-2256.0
2024-04-02 01:00:00+00:00,72819.0,72819.0,72978.0,-1864.0
2024-04-02 02:00:00+00:00,72530.0,72530.0,71916.0,-2608.0
2024-04-02 03:00:00+00:00,70224.0,70224.0,69236.0,-2695.0
2024-04-02 04:00:00+00:00,66417.0,66417.0,65678.0,-2434.0
2024-04-02 05:00:00+00:00,63506.0,63506.0,63449.0,-1806.0
2024-04-02 06:00:00+00:00,61585.0,61585.0,61430.0,-2025.0
2024-04-02 07:00:00+00:00,60396.0,60396.0,59651.0,-2625.0
2024-04-02 08:00:00+00:00,59863.0,59863.0,58946.0,-2732.0
2024-04-02 09:00:00+00:00,59436.0,59436.0,58753.0,-2539.0
2024-04-02 10:00:00+00:00,60196.0,60196.0,60213.0,-1898.0
2024-04-02 11:00:00+00:00,63417.0,63417.0,63336.0,-2158.0
2024-04-02 12:00:00+00:00,67362.0,67362.0,66529.0,-2926.0
2024-04-02 13:00:00+00:00,69563.0,69563.0,68965.0,-2709.0
2024-04-02 14:00:00+00:00,70441.0,70441.0,70311.0,-2262.0
2024-04-02 15:00:00+00:00,71263.0,71263.0,71159.0,-2285.0
2024-04-02 16:00:00+00:00,72198.0,72198.0,71595.0,-2829.0
2024-04-02 17:00:00+00:00,72561.0,72561.0,71968.0,-2952.0
2024-04-02 18:00:00+00:00,72825.0,72825.0,72711.0,-2424.0
2024-04-02 19:00:00+00:00,72754.0,72754.0,73454.0,-1709.0
2024-04-02 20:00:00+00:00,72118.0,72118.0,72407.0,-2206.0
2024-04-02 21:00:00+00:00,71896.0,71896.0,71474.0,-2610.0
2024-04-02 22:00:00+00:00,71656.0,71656.0,71343.0,-2524.0
2024-04-02 23:00:00+00:00,71786.0,71786.0,72406.0,-1500.0
2024-04-03 00:00:00+00:00,71818.0,71818.0,72176.0,-1859.0
2024-04-03 01:00:00+00:00,72005.0,72005.0,71962.0,-2352.0
2024-04-03 02:00:00+00:00,71582.0,71582.0,71556.0,-2187.0
2024-04-03 03:00:00+00:00,69042.0,69042.0,69528.0,-1626.0
2024-04-03 04:00:00+00:00,65818.0,65818.0,66422.0,-1445.0
2024-04-03 05:00:00+00:00,62817.0,62817.0,64252.0,-629.0
2024-04-03 06:00:00+00:00,60789.0,60789.0,61939.0,-921.0
2024-04-03 07:00:00+00:00,59417.0,59417.0,59699.0,-1865.0
2024-04-03 08:00:00+00:00,58861.0,58861.0,58736.0,-2040.0
2024-04-03 09:00:00+00:00,58792.0,58792.0,59249.0,-1458.0
2024-04-03 10:00:00+00:00,60463.0,60463.0,61350.0,-1129.0
2024-04-03 11:00:00+00:00,63999.0,63999.0,64108.0,-2018.0
2024-04-03 12:00:00+00:00,68566.0,68566.0,68128.0,-2785.0
2024-04-03 13:00:00+00:00,71112.0,71112.0,70775.0,-2621.0
2024-04-03 14:00:00+00:00,71490.0,71490.0,72015.0,-1921.0
2024-04-03 15:00:00+00:00,71405.0,71405.0,71842.0,-1893.0
2024-04-03 16:00:00+00:00,71073.0,71073.0,72064.0,-1301.0
2024-04-03 17:00:00+00:00,70428.0,70428.0,71513.0,-1203.0
2024-04-03 18:00:00+00:00,69919.0,69919.0,71054.0,-1082.0
2024-04-03 19:00:00+00:00,69572.0,69572.0,71192.0,-611.0
2024-04-03 20:00:00+00:00,69023.0,69023.0,70444.0,-804.0
2024-04-03 21:00:00+00:00,68930.0,68930.0,70401.0,-812.0
2024-04-03 22:00:00+00:00,69645.0,69645.0,70906.0,-1192.0
2024-04-03 23:00:00+00:00,70180.0,70180.0,71557.0,-1214.0
2024-04-04 00:00:00+00:00,70747.0,70747.0,72245.0,-990.0
2024-04-04 01:00:00+00:00,71697.0,71697.0,73277.0,-871.0
2024-04-04 02:00:00+00:00,71970.0,71970.0,74126.0,-140.0
2024-04-04 03:00:00+00:00,69626.0,69626.0,71978.0,-3.0
2024-04-04 04:00:00+00:00,66501.0,66501.0,69174.0,434.0
2024-04-04 05:00:00+00:00,63845.0,63845.0,66076.0,-25.0
2024-04-04 06:00:00+00:00,62058.0,62058.0,64708.0,474.0
2024-04-04 07:00:00+00:00,61208.0,61208.0,64190.0,856.0
2024-04-04 08:00:00+00:00,60855.0,60855.0,63712.0,808.0
2024-04-04 09:00:00+00:00,61374.0,61374.0,63660.0,199.0
2024-04-04 10:00:00+00:00,62835.0,62835.0,65170.0,236.0
2024-04-04 11:00:00+00:00,66203.0,66203.0,67819.0,-650.0
2024-04-04 12:00:00+00:00,71189.0,71189.0,72494.0,-1063.0
2024-04-04 13:00:00+00:00,73290.0,73290.0,74665.0,-826.0
2024-04-04 14:00:00+00:00,73168.0,73168.0,74034.0,-1094.0
2024-04-04 15:00:00+00:00,72237.0,72237.0,73219.0,-872.0
2024-04-04 16:00:00+00:00,71538.0,71538.0,71359.0,-2338.0
2024-04-04 17:00:00+00:00,70507.0,70507.0,70156.0,-2556.0
2024-04-04 18:00:00+00:00,69925.0,69925.0,70050.0,-1929.0
2024-04-04 19:00:00+00:00,69554.0,69554.0,70839.0,-849.0
2024-04-04 20:00:00+00:00,69036.0,69036.0,69974.0,-1183.0
2024-04-04 21:00:00+00:00,68852.0,68852.0,69894.0,-894.0
2024-04-04 22:00:00+00:00,68922.0,68922.0,69376.0,-1380.0
2024-04-04 23:00:00+00:00,69293.0,69293.0,69770.0,-1201.0
2024-04-05 00:00:00+00:00,69999.0,69999.0,70110.0,-1627.0
2024-04-05 01:00:00+00:00,71076.0,71076.0,69417.0,-3380.0
2024-04-05 02:00:00+00:00,71438.0,71438.0,68632.0,-4200.0
2024-04-05 03:00:00+00:00,69268.0,69268.0,67411.0,-3083.0
2024-04-05 04:00:00+00:00,66381.0,66381.0,65329.0,-2151.0
2024-04-05 05:00:00+00:00,63667.0,63667.0,62634.0,-2284.0
2024-04-05 06:00:00+00:00,62018.0,62018.0,60815.0,-2597.0
2024-04-05 07:00:00+00:00,61053.0,61053.0,59132.0,-3211.0
2024-04-05 08:00:00+00:00,60722.0,60722.0,58939.0,-3064.0
2024-04-05 09:00:00+00:00,60728.0,60728.0,59095.0,-2899.0
2024-04-05 10:00:00+00:00,62176.0,62176.0,60490.0,-2990.0
2024-04-05 11:00:00+00:00,65755.0,65755.0,63448.0,-3757.0
2024-04-05 12:00:00+00:00,70227.0,70227.0,67262.0,-4413.0
2024-04-05 13:00:00+00:00,72129.0,72129.0,69222.0,-4301.0
2024-04-05 14:00:00+00:00,71389.0,71389.0,67960.0,-4771.0
2024-04-05 15:00:00+00:00,70288.0,70288.0,67029.0,-4388.0
2024-04-05 16:00:00+00:00,69238.0,69238.0,66925.0,-3355.0
2024-04-05 17:00:00+00:00,68645.0,68645.0,67035.0,-2839.0
2024-04-05 18:00:00+00:00,68371.0,68371.0,67089.0,-2421.0
2024-04-05 19:00:00+00:00,67880.0,67880.0,66523.0,-2705.0
2024-04-05 20:00:00+00:00,67266.0,67266.0,65746.0,-2992.0
2024-04-05 21:00:00+00:00,67023.0,67023.0,65440.0,-3058.0
2024-04-05 22:00:00+00:00,67089.0,67089.0,65687.0,-2941.0
2024-04-05 23:00:00+00:00,67288.0,67288.0,66257.0,-2698.0
2024-04-06 00:00:00+00:00,67465.0,67465.0,67187.0,-2146.0
2024-04-06 01:00:00+00:00,68106.0,68106.0,67965.0,-2148.0
2024-04-06 02:00:00+00:00,68591.0,68591.0,69384.0,-1288.0
2024-04-06 03:00:00+00:00,66734.0,66734.0,68228.0,-525.0
2024-04-06 04:00:00+00:00,63936.0,63936.0,64954.0,-1119.0
2024-04-06 05:00:00+00:00,61838.0,61838.0,63069.0,-752.0
2024-04-06 06:00:00+00:00,59944.0,59944.0,61621.0,-200.0
2024-04-06 07:00:00+00:00,58911.0,58911.0,60548.0,-263.0
2024-04-06 08:00:00+00:00,58353.0,58353.0,60346.0,115.0
2024-04-06 09:00:00+00:00,58138.0,58138.0,60047.0,-58.0
2024-04-06 10:00:00+00:00,58839.0,58839.0,60929.0,197.0
2024-04-06 11:00:00+00:00,60233.0,60233.0,62444.0,244.0
2024-04-06 12:00:00+00:00,62037.0,62037.0,63883.0,-216.0
2024-04-06 13:00:00+00:00,63037.0,63037.0,64352.0,-787.0
2024-04-06 14:00:00+00:00,63194.0,63194.0,64810.0,-406.0
2024-04-06 15:00:00+00:00,62707.0,62707.0,64302.0,-469.0
2024-04-06 16:00:00+00:00,61982.0,61982.0,63457.0,-572.0
2024-04-06 17:00:00+00:00,61187.0,61187.0,62136.0,-1040.0
2024-04-06 18:00:00+00:00,60553.0,60553.0,61388.0,-1089.0
2024-04-06 19:00:00+00:00,59901.0,59901.0,60558.0,-1352.0
2024-04-06 20:00:00+00:00,59519.0,59519.0,60265.0,-1190.0
2024-04-06 21:00:00+00:00,59530.0,59530.0,60454.0,-974.0
2024-04-06 22:00:00+00:00,60179.0,60179.0,61328.0,-842.0
2024-04-06 23:00:00+00:00,61017.0,61017.0,62086.0,-882.0
2024-04-07 00:00:00+00:00,61932.0,61932.0,63385.0,-742.0
2024-04-07 01:00:00+00:00,63129.0,63129.0,64278.0,-1060.0
2024-04-07 02:00:00+00:00,64051.0,64051.0,65573.0,-790.0
2024-04-07 03:00:00+00:00,62809.0,62809.0,64056.0,-911.0
2024-04-07 04:00:00+00:00,60515.0,60515.0,61638.0,-1096.0
2024-04-07 05:00:00+00:00,58907.0,58907.0,60812.0,-290.0
2024-04-07 06:00:00+00:00,57954.0,57954.0,59664.0,-536.0
2024-04-07 07:00:00+00:00,57014.0,57014.0,58282.0,-896.0
2024-04-07 08:00:00+00:00,56413.0,56413.0,57066.0,-1593.0
2024-04-07 09:00:00+00:00,55978.0,55978.0,56653.0,-1579.0
2024-04-07 10:00:00+00:00,55815.0,55815.0,56691.0,-1265.0
2024-04-07 11:00:00+00:00,56539.0,56539.0,57739.0,-982.0
2024-04-07 12:00:00+00:00,57722.0,57722.0,58066.0,-1974.0
2024-04-07 13:00:00+00:00,59014.0,59014.0,58829.0,-2402.0
2024-04-07 14:00:00+00:00,60265.0,60265.0,58718.0,-3839.0
2024-04-07 15:00:00+00:00,61650.0,61650.0,59755.0,-4047.0
2024-04-07 16:00:00+00:00,62488.0,62488.0,61141.0,-3451.0
2024-04-07 17:00:00+00:00,63034.0,63034.0,62041.0,-3203.0
2024-04-07 18:00:00+00:00,63675.0,63675.0,62166.0,-3566.0
2024-04-07 19:00:00+00:00,63769.0,63769.0,62846.0,-2900.0
2024-04-07 20:00:00+00:00,63839.0,63839.0,63230.0,-2793.0
2024-04-07 21:00:00+00:00,64221.0,64221.0,63425.0,-3260.0
2024-04-07 22:00:00+00:00,65067.0,65067.0,64655.0,-2680.0
2024-04-07 23:00:00+00:00,66067.0,66067.0,65575.0,-2830.0
2024-04-08 00:00:00+00:00,66310.0,66310.0,65779.0,-2808.0
2024-04-08 01:00:00+00:00,66859.0,66859.0,67015.0,-2155.0
2024-04-08 02:00:00+00:00,66870.0,66870.0,66499.0,-2616.0
2024-04-08 03:00:00+00:00,64745.0,64745.0,64113.0,-2721.0
2024-04-08 04:00:00+00:00,62116.0,62116.0,61337.0,-2669.0
2024-04-08 05:00:00+00:00,60142.0,60142.0,59392.0,-2485.0
2024-04-08 06:00:00+00:00,58584.0,58584.0,56899.0,-3448.0
2024-04-08 07:00:00+00:00,57503.0,57503.0,56228.0,-2968.0
2024-04-08 08:00:00+00:00,56873.0,56873.0,56025.0,-2683.0
2024-04-08 09:00:00+00:00,56755.0,56755.0,55881.0,-2638.0
2024-04-08 10:00:00+00:00,58444.0,58444.0,58062.0,-2060.0
2024-04-08 11:00:00+00:00,61463.0,61463.0,61801.0,-1282.0
2024-04-08 12:00:00+00:00,65781.0,65781.0,65452.0,-2117.0
2024-04-08 13:00:00+00:00,68046.0,68046.0,67073.0,-2671.0
2024-04-08 14:00:00+00:00,68640.0,68640.0,67240.0,-2777.0
2024-04-08 15:00:00+00:00,68811.0,68811.0,67939.0,-2412.0
2024-04-08 16:00:00+00:00,68956.0,68956.0,67669.0,-2956.0
2024-04-08 17:00:00+00:00,69134.0,69134.0,67575.0,-3347.0
2024-04-08 18:00:00+00:00,68995.0,68995.0,67856.0,-2973.0
2024-04-08 19:00:00+00:00,69111.0,69111.0,68008.0,-2879.0
2024-04-08 20:00:00+00:00,68362.0,68362.0,66612.0,-3212.0
2024-04-08 21:00:00+00:00,67302.0,67302.0,65845.0,-2876.0
2024-04-08 22:00:00+00:00,67576.0,67576.0,66337.0,-2889.0
2024-04-08 23:00:00+00:00,68094.0,68094.0,66494.0,-3396.0
2024-04-09 00:00:00+00:00,68915.0,68915.0,67488.0,-3260.0
2024-04-09 01:00:00+00:00,69457.0,69457.0,67823.0,-3425.0
2024-04-09 02:00:00+00:00,69593.0,69593.0,68259.0,-2979.0
2024-04-09 03:00:00+00:00,66994.0,66994.0,66017.0,-2589.0
2024-04-09 04:00:00+00:00,63635.0,63635.0,63662.0,-1728.0
2024-04-09 05:00:00+00:00,60732.0,60732.0,61020.0,-1496.0
2024-04-09 06:00:00+00:00,59176.0,59176.0,58964.0,-2111.0
2024-04-09 07:00:00+00:00,58646.0,58646.0,57492.0,-2991.0
2024-04-09 08:00:00+00:00,58248.0,58248.0,57069.0,-2819.0
2024-04-09 09:00:00+00:00,58259.0,58259.0,57191.0,-2734.0
2024-04-09 10:00:00+00:00,58734.0,58734.0,57300.0,-3169.0
2024-04-09 11:00:00+00:00,61194.0,61194.0,59638.0,-3220.0
2024-04-09 12:00:00+00:00,65837.0,65837.0,63538.0,-4048.0
2024-04-09 13:00:00+00:00,67914.0,67914.0,65675.0,-3827.0
2024-04-09 14:00:00+00:00,68227.0,68227.0,65889.0,-3562.0
2024-04-09 15:00:00+00:00,68122.0,68122.0,66117.0,-3338.0
2024-04-09 16:00:00+00:00,67887.0,67887.0,66636.0,-2427.0
2024-04-09 17:00:00+00:00,67640.0,67640.0,67081.0,-2039.0
2024-04-09 18:00:00+00:00,67939.0,67939.0,67777.0,-1603.0
2024-04-09 19:00:00+00:00,67988.0,67988.0,68009.0,-1546.0
2024-04-09 20:00:00+00:00,67673.0,67673.0,67531.0,-1821.0
2024-04-09 21:00:00+00:00,67416.0,67416.0,67206.0,-1738.0
2024-04-09 22:00:00+00:00,67465.0,67465.0,67037.0,-2024.0
2024-04-09 23:00:00+00:00,68033.0,68033.0,67704.0,-1917.0
2024-04-10 00:00:00+00:00,68462.0,68462.0,67186.0,-2912.0
2024-04-10 01:00:00+00:00,69271.0,69271.0,67409.0,-3243.0
2024-04-10 02:00:00+00:00,69363.0,69363.0,67179.0,-3547.0
2024-04-10 03:00:00+00:00,66987.0,66987.0,64955.0,-3143.0
2024-04-10 04:00:00+00:00,63589.0,63589.0,61795.0,-2717.0
2024-04-10 05:00:00+00:00,61091.0,61091.0,60208.0,-1869.0
2024-04-10 06:00:00+00:00,60084.0,60084.0,59689.0,-1491.0
2024-04-10 07:00:00+00:00,59477.0,59477.0,58877.0,-1763.0
2024-04-10 08:00:00+00:00,58661.0,58661.0,58493.0,-1367.0
2024-04-10 09:00:00+00:00,58055.0,58055.0,57937.0,-1377.0
2024-04-10 10:00:00+00:00,57913.0,57913.0,58275.0,-984.0
2024-04-10 11:00:00+00:00,60850.0,60850.0,61637.0,-945.0
2024-04-10 12:00:00+00:00,64891.0,64891.0,65613.0,-1287.0
2024-04-10 13:00:00+00:00,66963.0,66963.0,67990.0,-810.0
2024-04-10 14:00:00+00:00,67242.0,67242.0,68024.0,-765.0
2024-04-10 15:00:00+00:00,67135.0,67135.0,67562.0,-886.0
2024-04-10 16:00:00+00:00,66830.0,66830.0,67233.0,-876.0
2024-04-10 17:00:00+00:00,67112.0,67112.0,67010.0,-1396.0
2024-04-10 18:00:00+00:00,67092.0,67092.0,67226.0,-1059.0
2024-04-10 19:00:00+00:00,67242.0,67242.0,67678.0,-908.0
2024-04-10 20:00:00+00:00,67080.0,67080.0,67400.0,-1000.0
2024-04-10 21:00:00+00:00,67029.0,67029.0,67789.0,-731.0
2024-04-10 22:00:00+00:00,67167.0,67167.0,67499.0,-1346.0
2024-04-10 23:00:00+00:00,67577.0,67577.0,67823.0,-1516.0
2024-04-11 00:00:00+00:00,67563.0,67563.0,67303.0,-2095.0
2024-04-11 01:00:00+00:00,68082.0,68082.0,68237.0,-1590.0
2024-04-11 02:00:00+00:00,68316.0,68316.0,69266.0,-811.0
2024-04-11 03:00:00+00:00,65926.0,65926.0,67088.0,-658.0
2024-04-11 04:00:00+00:00,62510.0,62510.0,64020.0,-100.0
2024-04-11 05:00:00+00:00,59992.0,59992.0,61619.0,-156.0
2024-04-11 06:00:00+00:00,58599.0,58599.0,59102.0,-1511.0
2024-04-11 07:00:00+00:00,57891.0,57891.0,56854.0,-2835.0
2024-04-11 08:00:00+00:00,57110.0,57110.0,55569.0,-3422.0
2024-04-11 09:00:00+00:00,56637.0,56637.0,55187.0,-3216.0
2024-04-11 10:00:00+00:00,57816.0,57816.0,57218.0,-2534.0
2024-04-11 11:00:00+00:00,60278.0,60278.0,60522.0,-1750.0
2024-04-11 12:00:00+00:00,64979.0,64979.0,64504.0,-2790.0
2024-04-11 13:00:00+00:00,67247.0,67247.0,67045.0,-2516.0
2024-04-11 14:00:00+00:00,67715.0,67715.0,68167.0,-1911.0
2024-04-11 15:00:00+00:00,67886.0,67886.0,68178.0,-1927.0
2024-04-11 16:00:00+00:00,67751.0,67751.0,67463.0,-2330.0
2024-04-11 17:00:00+00:00,67327.0,67327.0,67562.0,-1597.0
2024-04-11 18:00:00+00:00,67212.0,67212.0,68551.0,-743.0
2024-04-11 19:00:00+00:00,67338.0,67338.0,69341.0,-123.0
2024-04-11 20:00:00+00:00,66726.0,66726.0,69132.0,143.0
2024-04-11 21:00:00+00:00,66627.0,66627.0,69139.0,361.0
2024-04-11 22:00:00+00:00,66687.0,66687.0,69045.0,79.0
2024-04-11 23:00:00+00:00,66994.0,66994.0,69287.0,39.0
2024-04-12 00:00:00+00:00,67371.0,67371.0,69347.0,-209.0
2024-04-12 01:00:00+00:00,67784.0,67784.0,68961.0,-908.0
2024-04-12 02:00:00+00:00,68285.0,68285.0,69624.0,-622.0
2024-04-12 03:00:00+00:00,65946.0,65946.0,67002.0,-943.0
2024-04-12 04:00:00+00:00,62621.0,62621.0,63912.0,-688.0
2024-04-12 05:00:00+00:00,60136.0,60136.0,62084.0,52.0
2024-04-12 06:00:00+00:00,58272.0,58272.0,59388.0,-962.0
