# NWS public forecast zone / county correlation, filtered to the states in the
# event-baseline corpus. Verbatim pipe-delimited rows from bp05mr24.dbx, order preserved.
# STATE|ZONE|CWA|NAME|STATE_ZONE|COUNTY|FIPS|TIME_ZONE|FE_AREA|LAT|LON
MI|052|GRR|Gratiot|MI052|Gratiot|26057|E|cc|43.2927|-84.6048
MI|056|GRR|Ottawa|MI056|Ottawa|26139|E|sw|42.9601|-85.9939
MI|057|GRR|Kent|MI057|Kent|26081|E|sw|43.0322|-85.5492
MI|058|GRR|Ionia|MI058|Ionia|26067|E|sc|42.9451|-85.0746
MI|059|GRR|Clinton|MI059|Clinton|26037|E|sc|42.9436|-84.6015
MI|064|GRR|Allegan|MI064|Allegan|26005|E|sw|42.5913|-85.8884
MI|065|GRR|Barry|MI065|Barry|26015|E|sw|42.595|-85.309
MI|066|GRR|Eaton|MI066|Eaton|26045|E|sc|42.5961|-84.8384
MI|067|GRR|Ingham|MI067|Ingham|26065|E|sc|42.5971|-84.3736
MI|071|GRR|Van Buren|MI071|Van Buren|26159|E|sw|42.2513|-86.0189
MI|072|GRR|Kalamazoo|MI072|Kalamazoo|26077|E|sw|42.2454|-85.5312
MI|073|GRR|Calhoun|MI073|Calhoun|26025|E|sc|42.2466|-85.0055
MI|074|GRR|Jackson|MI074|Jackson|26075|E|sc|42.2485|-84.4233
IL|027|ILX|Knox|IL027|Knox|17095|C|wc|40.9318|-90.2133
IL|028|ILX|Stark|IL028|Stark|17175|C|nc|41.0934|-89.7975
IL|029|ILX|Peoria|IL029|Peoria|17143|C|cc|40.7881|-89.76
IL|030|ILX|Marshall|IL030|Marshall|17123|C|cc|41.0332|-89.3448
IL|031|ILX|Woodford|IL031|Woodford|17203|C|cc|40.7882|-89.2111
IL|036|ILX|Fulton|IL036|Fulton|17057|C|wc|40.4728|-90.2075
IL|037|ILX|Tazewell|IL037|Tazewell|17179|C|cc|40.5075|-89.5135
IL|038|ILX|McLean|IL038|McLean|17113|C|cc|40.4908|-88.8473
IL|040|ILX|Schuyler|IL040|Schuyler|17169|C|wc|40.158|-90.6151
IL|041|ILX|Mason|IL041|Mason|17125|C|cc|40.2397|-89.9168
IL|042|ILX|Logan|IL042|Logan|17107|C|cc|40.1245|-89.3676
IL|043|ILX|De Witt|IL043|De Witt|17039|C|cc|40.1746|-88.9041
IL|044|ILX|Piatt|IL044|Piatt|17147|C|cc|40.0104|-88.5911
IL|045|ILX|Champaign|IL045|Champaign|17019|C|ec|40.1401|-88.1991
IL|046|ILX|Vermilion|IL046|Vermilion|17183|C|ec|40.1836|-87.7329
IL|047|ILX|Cass|IL047|Cass|17017|C|wc|39.9736|-90.2474
IL|048|ILX|Menard|IL048|Menard|17129|C|cc|40.0274|-89.8022
IL|049|ILX|Scott|IL049|Scott|17171|C|wc|39.6442|-90.4747
IL|050|ILX|Morgan|IL050|Morgan|17137|C|wc|39.7156|-90.2015
IL|051|ILX|Sangamon|IL051|Sangamon|17167|C|cc|39.7582|-89.6589
IL|052|ILX|Christian|IL052|Christian|17021|C|cc|39.5458|-89.2773
IL|053|ILX|Macon|IL053|Macon|17115|C|cc|39.8599|-88.9617
IL|054|ILX|Moultrie|IL054|Moultrie|17139|C|cc|39.6414|-88.6194
IL|055|ILX|Douglas|IL055|Douglas|17041|C|ec|39.7695|-88.2174
IL|056|ILX|Coles|IL056|Coles|17029|C|ec|39.5202|-88.2218
IL|057|ILX|Edgar|IL057|Edgar|17045|C|ec|39.6786|-87.7456
IL|061|ILX|Shelby|IL061|Shelby|17173|C|cc|39.3911|-88.8055
IL|062|ILX|Cumberland|IL062|Cumberland|17035|C|ec|39.2732|-88.2402
IL|063|ILX|Clark|IL063|Clark|17023|C|ec|39.3335|-87.7878
IL|066|ILX|Effingham|IL066|Effingham|17049|C|sc|39.0597|-88.5899
IL|067|ILX|Jasper|IL067|Jasper|17079|C|se|39.01|-88.1538
IL|068|ILX|Crawford|IL068|Crawford|17033|C|ec|39.0028|-87.7595
IL|071|ILX|Clay|IL071|Clay|17025|C|sc|38.7542|-88.4902
IL|072|ILX|Richland|IL072|Richland|17159|C|se|38.7124|-88.085
IL|073|ILX|Lawrence|IL073|Lawrence|17101|C|se|38.72|-87.7266
MI|078|IWX|Cass|MI078|Cass|26027|E|sw|41.9153|-85.9936
MI|079|IWX|St. Joseph|MI079|St. Joseph|26149|E|sw|41.9145|-85.5278
MI|080|IWX|Branch|MI080|Branch|26023|E|sw|41.9161|-85.059
MI|081|IWX|Hillsdale|MI081|Hillsdale|26059|E|se|41.8878|-84.593
MI|177|IWX|Northern Berrien|MI177|Berrien|26021|E|sw|42.1472|-86.3368
MI|277|IWX|Southern Berrien|MI277|Berrien|26021|E|sw|41.8971|-86.4348
NE|004|LBF|Sheridan|NE004|Sheridan|31161|M|pa|42.5048|-102.409
NE|005|LBF|Eastern Cherry|NE005|Cherry|31031|MC|nc|42.5577|-100.5076
NE|006|LBF|Keya Paha|NE006|Keya Paha|31103|C|nc|42.8789|-99.7124
NE|007|LBF|Boyd|NE007|Boyd|31015|C|nc|42.8997|-98.7665
NE|008|LBF|Brown|NE008|Brown|31017|C|nc|42.43|-99.9295
NE|009|LBF|Rock|NE009|Rock|31149|C|nc|42.4213|-99.45
NE|010|LBF|Holt|NE010|Holt|31089|C|nc|42.4557|-98.7838
NE|022|LBF|Garden|NE022|Garden|31069|M|pa|41.6194|-102.3354
NE|023|LBF|Grant|NE023|Grant|31075|M|wc|41.915|-101.7405
NE|024|LBF|Hooker|NE024|Hooker|31091|M|wc|41.9159|-101.1353
NE|025|LBF|Thomas|NE025|Thomas|31171|C|nc|41.9135|-100.5558
NE|026|LBF|Blaine|NE026|Blaine|31009|C|nc|41.9128|-99.9769
NE|027|LBF|Loup|NE027|Loup|31115|C|nc|41.9138|-99.4544
NE|028|LBF|Garfield|NE028|Garfield|31071|C|nc|41.9143|-98.9914
NE|029|LBF|Wheeler|NE029|Wheeler|31183|C|nc|41.9148|-98.5282
NE|035|LBF|Arthur|NE035|Arthur|31005|M|wc|41.5689|-101.6959
NE|036|LBF|McPherson|NE036|McPherson|31117|C|wc|41.5681|-101.0605
NE|037|LBF|Logan|NE037|Logan|31113|C|wc|41.5665|-100.4828
NE|038|LBF|Custer|NE038|Custer|31041|C|cc|41.3943|-99.7261
NE|056|LBF|Deuel|NE056|Deuel|31049|M|pa|41.1116|-102.3339
NE|057|LBF|Keith|NE057|Keith|31101|M|sw|41.1988|-101.6613
NE|058|LBF|Perkins|NE058|Perkins|31135|M|sw|40.8509|-101.6496
NE|059|LBF|Lincoln|NE059|Lincoln|31111|C|sw|41.0478|-100.7452
NE|069|LBF|Chase|NE069|Chase|31029|M|sw|40.5242|-101.6979
NE|070|LBF|Hayes|NE070|Hayes|31085|C|sw|40.5248|-101.0618
NE|071|LBF|Frontier|NE071|Frontier|31063|C|sw|40.5301|-100.3942
NE|094|LBF|Western Cherry|NE094|Cherry|31031|MC|nc|42.5381|-101.4432
IL|003|LOT|Winnebago|IL003|Winnebago|17201|C|nc|42.3363|-89.1609
IL|004|LOT|Boone|IL004|Boone|17007|C|nc|42.3231|-88.8234
IL|005|LOT|McHenry|IL005|McHenry|17111|C|ne|42.3244|-88.4524
IL|006|LOT|Lake|IL006|Lake|17097|C|ne|42.3231|-88.0036
IL|008|LOT|Ogle|IL008|Ogle|17141|C|nc|42.0427|-89.3207
IL|010|LOT|Lee|IL010|Lee|17103|C|nc|41.7461|-89.3005
IL|011|LOT|De Kalb|IL011|De Kalb|17037|C|nc|41.8934|-88.7704
IL|012|LOT|Kane|IL012|Kane|17089|C|ne|41.939|-88.4287
IL|013|LOT|DuPage|IL013|DuPage|17043|C|ne|41.852|-88.0857
IL|019|LOT|La Salle|IL019|La Salle|17099|C|nc|41.3439|-88.8859
IL|020|LOT|Kendall|IL020|Kendall|17093|C|ne|41.5906|-88.4289
IL|021|LOT|Grundy|IL021|Grundy|17063|C|ne|41.2849|-88.4185
IL|023|LOT|Kankakee|IL023|Kankakee|17091|C|ne|41.1377|-87.8618
IL|032|LOT|Livingston|IL032|Livingston|17105|C|cc|40.8914|-88.5578
IL|033|LOT|Iroquois|IL033|Iroquois|17075|C|ec|40.7474|-87.8243
IL|039|LOT|Ford|IL039|Ford|17053|C|ec|40.5972|-88.2233
IL|103|LOT|Northern Cook|IL103|Cook|17031|C|ne|42.0711|-87.9824
IL|104|LOT|Central Cook|IL104|Cook|17031|C|ne|41.8208|-87.7444
IL|105|LOT|Southern Cook|IL105|Cook|17031|C|ne|41.5834|-87.7273
IL|106|LOT|Northern Will|IL106|Will|17197|C|ne|41.5776|-88.0699
IL|107|LOT|Southern Will|IL107|Will|17197|C|ne|41.3459|-88.0891
IL|108|LOT|Eastern Will|IL108|Will|17197|C|ne|41.3833|-87.7148
IL|058|LSX|Greene|IL058|Greene|17061|C|sw|39.3562|-90.3905
IL|059|LSX|Macoupin|IL059|Macoupin|17117|C|sw|39.261|-89.9244
IL|060|LSX|Montgomery|IL060|Montgomery|17135|C|sc|39.231|-89.4789
IL|064|LSX|Bond|IL064|Bond|17005|C|sc|38.8868|-89.4356
IL|065|LSX|Fayette|IL065|Fayette|17051|C|sc|39.0002|-89.0242
IL|069|LSX|Clinton|IL069|Clinton|17027|C|sc|38.6065|-89.4224
IL|070|LSX|Marion|IL070|Marion|17121|C|sc|38.6496|-88.919
IL|074|LSX|Washington|IL074|Washington|17189|C|sc|38.3522|-89.4105
IL|079|LSX|Randolph|IL079|Randolph|17157|C|sw|38.0521|-89.8253
IL|095|LSX|Adams|IL095|Adams|17001|C|wc|39.9878|-91.1886
IL|096|LSX|Brown|IL096|Brown|17009|C|wc|39.9618|-90.7504
IL|097|LSX|Pike|IL097|Pike|17149|C|wc|39.6225|-90.8863
IL|098|LSX|Calhoun|IL098|Calhoun|17013|C|sw|39.1692|-90.6675
IL|099|LSX|Jersey|IL099|Jersey|17083|C|sw|39.0856|-90.3566
IL|100|LSX|Madison|IL100|Madison|17119|C|sw|38.8299|-89.9051
IL|101|LSX|St. Clair|IL101|St. Clair|17163|C|sw|38.4703|-89.9284
IL|102|LSX|Monroe|IL102|Monroe|17133|C|sw|38.2785|-90.1774
WI|046|MKX|Marquette|WI046|Marquette|55077|C|sc|43.8196|-89.3988
WI|047|MKX|Green Lake|WI047|Green Lake|55047|C|sc|43.8003|-89.045
WI|051|MKX|Fond Du Lac|WI051|Fond du Lac|55039|C|ec|43.7536|-88.4882
WI|052|MKX|Sheboygan|WI052|Sheboygan|55117|C|ec|43.7212|-87.9454
WI|056|MKX|Sauk|WI056|Sauk|55111|C|sc|43.4268|-89.9484
WI|057|MKX|Columbia|WI057|Columbia|55021|C|sc|43.4665|-89.3338
WI|058|MKX|Dodge|WI058|Dodge|55027|C|se|43.4164|-88.7075
WI|059|MKX|Washington|WI059|Washington|55131|C|se|43.3684|-88.2308
WI|060|MKX|Ozaukee|WI060|Ozaukee|55089|C|se|43.3838|-87.9515
WI|062|MKX|Iowa|WI062|Iowa|55049|C|sc|43.0005|-90.1354
WI|063|MKX|Dane|WI063|Dane|55025|C|sc|43.0674|-89.4183
WI|064|MKX|Jefferson|WI064|Jefferson|55055|C|se|43.0209|-88.7759
WI|065|MKX|Waukesha|WI065|Waukesha|55133|C|se|43.0181|-88.3045
WI|066|MKX|Milwaukee|WI066|Milwaukee|55079|C|se|43.0071|-87.9667
WI|067|MKX|Lafayette|WI067|Lafayette|55065|C|sc|42.6605|-90.1317
WI|068|MKX|Green|WI068|Green|55045|C|sc|42.68|-89.6022
WI|069|MKX|Rock|WI069|Rock|55105|C|sc|42.6712|-89.0716
WI|070|MKX|Walworth|WI070|Walworth|55127|C|se|42.6685|-88.5419
WI|071|MKX|Racine|WI071|Racine|55101|C|se|42.7477|-88.0551
WI|072|MKX|Kenosha|WI072|Kenosha|55059|C|se|42.5767|-88.0418
MN|041|MPX|Douglas|MN041|Douglas|27041|C|wc|45.9337|-95.4535
MN|042|MPX|Todd|MN042|Todd|27153|C|cc|46.0706|-94.8976
MN|043|MPX|Morrison|MN043|Morrison|27097|C|cc|46.0126|-94.2684
MN|044|MPX|Mille Lacs|MN044|Mille Lacs|27095|C|ec|45.938|-93.6301
MN|045|MPX|Kanabec|MN045|Kanabec|27065|C|ec|45.9453|-93.2935
MN|047|MPX|Stevens|MN047|Stevens|27149|C|wc|45.5861|-96.0003
MN|048|MPX|Pope|MN048|Pope|27121|C|wc|45.586|-95.4445
MN|049|MPX|Stearns|MN049|Stearns|27145|C|cc|45.5522|-94.613
MN|050|MPX|Benton|MN050|Benton|27009|C|cc|45.6991|-93.9989
MN|051|MPX|Sherburne|MN051|Sherburne|27141|C|cc|45.4439|-93.7745
MN|052|MPX|Isanti|MN052|Isanti|27059|C|ec|45.5615|-93.2952
MN|053|MPX|Chisago|MN053|Chisago|27025|C|ec|45.5025|-92.9083
MN|054|MPX|Lac Qui Parle|MN054|Lac qui Parle|27073|C|wc|44.9955|-96.1735
MN|055|MPX|Swift|MN055|Swift|27151|C|wc|45.2827|-95.6814
MN|056|MPX|Chippewa|MN056|Chippewa|27023|C|wc|45.0223|-95.5666
MN|057|MPX|Kandiyohi|MN057|Kandiyohi|27067|C|cc|45.1524|-95.0048
MN|058|MPX|Meeker|MN058|Meeker|27093|C|cc|45.1231|-94.5274
MN|059|MPX|Wright|MN059|Wright|27171|C|cc|45.1739|-93.963
MN|060|MPX|Hennepin|MN060|Hennepin|27053|C|ec|45.0045|-93.4768
MN|061|MPX|Anoka|MN061|Anoka|27003|C|ec|45.2732|-93.2464
MN|062|MPX|Ramsey|MN062|Ramsey|27123|C|ec|45.0171|-93.0994
MN|063|MPX|Washington|MN063|Washington|27163|C|ec|45.0383|-92.8839
MN|064|MPX|Yellow Medicine|MN064|Yellow Medicine|27173|C|wc|44.7162|-95.8683
MN|065|MPX|Renville|MN065|Renville|27129|C|cc|44.7268|-94.9472
MN|066|MPX|McLeod|MN066|McLeod|27085|C|cc|44.8235|-94.2724
MN|067|MPX|Sibley|MN067|Sibley|27143|C|cc|44.5795|-94.2321
MN|068|MPX|Carver|MN068|Carver|27019|C|ec|44.8208|-93.8025
MN|069|MPX|Scott|MN069|Scott|27139|C|ec|44.6484|-93.5357
MN|070|MPX|Dakota|MN070|Dakota|27037|C|ec|44.6718|-93.0656
MN|073|MPX|Redwood|MN073|Redwood|27127|C|sw|44.4037|-95.2539
MN|074|MPX|Brown|MN074|Brown|27015|C|sc|44.2421|-94.7277
MN|075|MPX|Nicollet|MN075|Nicollet|27103|C|sc|44.35|-94.2474
MN|076|MPX|Le Sueur|MN076|Le Sueur|27079|C|sc|44.3714|-93.73
MN|077|MPX|Rice|MN077|Rice|27131|C|sc|44.3541|-93.2966
MN|078|MPX|Goodhue|MN078|Goodhue|27049|C|se|44.4099|-92.7225
MN|082|MPX|Watonwan|MN082|Watonwan|27165|C|sc|43.9783|-94.6141
MN|083|MPX|Blue Earth|MN083|Blue Earth|27013|C|sc|44.0346|-94.0671
MN|084|MPX|Waseca|MN084|Waseca|27161|C|sc|44.0221|-93.5873
MN|085|MPX|Steele|MN085|Steele|27147|C|sc|44.0223|-93.226
MN|091|MPX|Martin|MN091|Martin|27091|C|sc|43.6742|-94.5511
MN|092|MPX|Faribault|MN092|Faribault|27043|C|sc|43.6739|-93.9479
MN|093|MPX|Freeborn|MN093|Freeborn|27047|C|sc|43.6738|-93.3489
WI|014|MPX|Polk|WI014|Polk|55095|C|nw|45.4614|-92.4414
WI|015|MPX|Barron|WI015|Barron|55005|C|nw|45.4238|-91.8484
WI|016|MPX|Rusk|WI016|Rusk|55107|C|nw|45.4751|-91.1331
WI|023|MPX|St. Croix|WI023|St. Croix|55109|C|wc|45.034|-92.4528
WI|024|MPX|Pierce|WI024|Pierce|55093|C|wc|44.7196|-92.4224
WI|025|MPX|Dunn|WI025|Dunn|55033|C|wc|44.9466|-91.8964
WI|026|MPX|Pepin|WI026|Pepin|55091|C|wc|44.5829|-92.0016
WI|027|MPX|Chippewa|WI027|Chippewa|55017|C|wc|45.0694|-91.2799
WI|028|MPX|Eau Claire|WI028|Eau Claire|55035|C|wc|44.7268|-91.286
MI|001|MQT|Keweenaw|MI001|Keweenaw|26083|E|wu|47.6027|-88.422
MI|002|MQT|Ontonagon|MI002|Ontonagon|26131|E|wu|46.6644|-89.315
MI|003|MQT|Houghton|MI003|Houghton|26061|E|wu|47.0531|-88.6207
MI|004|MQT|Baraga|MI004|Baraga|26013|E|nr|46.6626|-88.3652
MI|005|MQT|Marquette|MI005|Marquette|26103|E|nr|46.4314|-87.6415
MI|006|MQT|Alger|MI006|Alger|26003|E|nr|46.4099|-86.6019
MI|007|MQT|Luce|MI007|Luce|26095|E|eu|46.4707|-85.5443
MI|009|MQT|Gogebic|MI009|Gogebic|26053|C|wu|46.4089|-89.6944
MI|010|MQT|Iron|MI010|Iron|26071|C|sr|46.2087|-88.5306
MI|011|MQT|Dickinson|MI011|Dickinson|26043|C|sr|46.0091|-87.8704
MI|012|MQT|Menominee|MI012|Menominee|26109|C|sr|45.5792|-87.5573
MI|013|MQT|Delta|MI013|Delta|26041|E|sr|45.9197|-86.9244
MI|014|MQT|Southern Schoolcraft|MI014|Schoolcraft|26153|E|er|46.052|-86.1917
MI|084|MQT|Southern Houghton|MI084|Houghton|26061|E|wu|46.607|-88.8192
MI|085|MQT|Northern Schoolcraft|MI085|Schoolcraft|26153|E|er|46.3325|-86.2069
IA|043|OAX|Monona|IA043|Monona|19133|C|wc|42.0516|-95.96
IA|055|OAX|Harrison|IA055|Harrison|19085|C|sw|41.6829|-95.8167
IA|056|OAX|Shelby|IA056|Shelby|19165|C|sw|41.6851|-95.3103
IA|069|OAX|Pottawattamie|IA069|Pottawattamie|19155|C|sw|41.3364|-95.5423
IA|079|OAX|Mills|IA079|Mills|19129|C|sw|41.0332|-95.6214
IA|080|OAX|Montgomery|IA080|Montgomery|19137|C|sw|41.0301|-95.1563
IA|090|OAX|Fremont|IA090|Fremont|19071|C|sw|40.7456|-95.6047
IA|091|OAX|Page|IA091|Page|19145|C|sw|40.7391|-95.1502
NE|011|OAX|Knox|NE011|Knox|31107|C|ne|42.6369|-97.8919
NE|012|OAX|Cedar|NE012|Cedar|31027|C|ne|42.5993|-97.2523
NE|015|OAX|Thurston|NE015|Thurston|31173|C|ne|42.1582|-96.5441
NE|016|OAX|Antelope|NE016|Antelope|31003|C|ne|42.1769|-98.0667
NE|017|OAX|Pierce|NE017|Pierce|31139|C|ne|42.2644|-97.6013
NE|018|OAX|Wayne|NE018|Wayne|31179|C|ne|42.2092|-97.1193
NE|030|OAX|Boone|NE030|Boone|31011|C|ne|41.7068|-98.0673
NE|031|OAX|Madison|NE031|Madison|31119|C|ne|41.9166|-97.6008
NE|032|OAX|Stanton|NE032|Stanton|31167|C|ne|41.9168|-97.1939
NE|033|OAX|Cuming|NE033|Cuming|31039|C|ne|41.9164|-96.7874
NE|034|OAX|Burt|NE034|Burt|31021|C|ec|41.8515|-96.3287
NE|042|OAX|Platte|NE042|Platte|31141|C|ne|41.5701|-97.5198
NE|043|OAX|Colfax|NE043|Colfax|31037|C|ne|41.5731|-97.0867
NE|044|OAX|Dodge|NE044|Dodge|31053|C|ec|41.5777|-96.6542
NE|045|OAX|Washington|NE045|Washington|31177|C|ec|41.5311|-96.2218
NE|050|OAX|Butler|NE050|Butler|31023|C|ec|41.2242|-97.1306
NE|051|OAX|Saunders|NE051|Saunders|31155|C|ec|41.2261|-96.6373
NE|052|OAX|Douglas|NE052|Douglas|31055|C|ec|41.2953|-96.1544
NE|053|OAX|Sarpy|NE053|Sarpy|31153|C|ec|41.1131|-96.1119
NE|065|OAX|Seward|NE065|Seward|31159|C|se|40.8723|-97.1395
NE|066|OAX|Lancaster|NE066|Lancaster|31109|C|se|40.7841|-96.6878
NE|067|OAX|Cass|NE067|Cass|31025|C|se|40.9098|-96.1408
NE|068|OAX|Otoe|NE068|Otoe|31131|C|se|40.6485|-96.1348
NE|078|OAX|Saline|NE078|Saline|31151|C|se|40.524|-97.1408
NE|088|OAX|Jefferson|NE088|Jefferson|31095|C|se|40.1757|-97.1426
NE|089|OAX|Gage|NE089|Gage|31067|C|se|40.2619|-96.6893
NE|090|OAX|Johnson|NE090|Johnson|31097|C|se|40.3926|-96.2649
NE|091|OAX|Nemaha|NE091|Nemaha|31127|C|se|40.3881|-95.8486
NE|092|OAX|Pawnee|NE092|Pawnee|31133|C|se|40.1314|-96.237
NE|093|OAX|Richardson|NE093|Richardson|31147|C|se|40.1249|-95.7167
IL|075|PAH|Jefferson|IL075|Jefferson|17081|C|sc|38.3006|-88.924
IL|076|PAH|Wayne|IL076|Wayne|17191|C|sc|38.4295|-88.4256
IL|077|PAH|Edwards|IL077|Edwards|17047|C|se|38.4165|-88.0532
IL|078|PAH|Wabash|IL078|Wabash|17185|C|se|38.4461|-87.8443
IL|080|PAH|Perry|IL080|Perry|17145|C|sc|38.0838|-89.3671
IL|081|PAH|Franklin|IL081|Franklin|17055|C|sc|37.9923|-88.9242
IL|082|PAH|Hamilton|IL082|Hamilton|17065|C|sc|38.0816|-88.5392
IL|083|PAH|White|IL083|White|17193|C|se|38.0875|-88.1795
IL|084|PAH|Jackson|IL084|Jackson|17077|C|ss|37.7852|-89.3821
IL|085|PAH|Williamson|IL085|Williamson|17199|C|ss|37.7303|-88.9299
IL|086|PAH|Saline|IL086|Saline|17165|C|ss|37.7533|-88.5408
IL|087|PAH|Gallatin|IL087|Gallatin|17059|C|ss|37.7628|-88.2305
IL|088|PAH|Union|IL088|Union|17181|C|ss|37.4712|-89.2551
IL|089|PAH|Johnson|IL089|Johnson|17087|C|ss|37.4596|-88.8809
IL|090|PAH|Pope|IL090|Pope|17151|C|ss|37.4126|-88.5615
IL|091|PAH|Hardin|IL091|Hardin|17069|C|ss|37.5182|-88.2669
IL|092|PAH|Alexander|IL092|Alexander|17003|C|ss|37.1915|-89.3376
IL|093|PAH|Pulaski|IL093|Pulaski|17153|C|ss|37.2228|-89.1267
IL|094|PAH|Massac|IL094|Massac|17127|C|ss|37.219|-88.7078
