event_id,parent_system_id,primary_hazard,secondary_hazards,source_event_ids,compound,event_disposition,record_id,county_fips,boundary_vintage,scenario_id,window_start_utc,window_end_utc,record_disposition,mode,weather_coverage,weather_evidence_kind,weather_observation_kind,weather_expected_samples,weather_observed_samples,weather_missing_timestamps,weather_event_report,outage_coverage,outage_evidence_kind,outage_observation_kind,outage_expected_samples,outage_observed_samples,outage_missing_timestamps,outage_event_report,matched_coverage_decision,label_rule_version,label_status,observed_outage_customers,customer_denominator_status,customer_denominator,outage_rate,positive,provenance_receipt_ids,source_evidence_status,source_row_keys,source_slices,uncertainties,exclusions
matthew-2016,matthew-2016,tropical_cyclone,"[""wind"",""rain"",""storm_surge""]","[""nhc:AL142016""]",true,accepted,matthew-2016-12035-2016-10-07t12z,12035,Census 2024 county-equivalent FIPS,matthew-2016-replay,2016-10-07T12:00:00Z,2016-10-07T18:00:00Z,accepted,replay,covered,authoritative_event_report,observed,,,[],"{""limitations"":""Coastal Flagler forecast zone overlaps FIPS 12035 and is not a countywide observation."",""scope_identifier"":""FLZ141"",""source_event_ids"":[""ncei:659040""],""source_window"":{""end_utc"":""2016-10-08T12:00:00Z"",""start_utc"":""2016-10-07T12:00:00Z""},""spatial_scope"":""zone""}",covered,time_series_or_grid,observed,24,24,[],null,matched,county_outage_5pct_v1,unavailable,57341,unavailable,,,,"[""nhc-matthew-2016-archive"",""ncei-matthew-2016-details"",""eaglei-matthew-2016-12035-1218z""]",available,"[""eaglei-matthew-2016-12035-1218z:12035|2016-10-07 12:00:00"",""eaglei-matthew-2016-12035-1218z:12035|2016-10-07 12:15:00"",""eaglei-matthew-2016-12035-1218z:12035|2016-10-07 12:30:00"",""eaglei-matthew-2016-12035-1218z:12035|2016-10-07 12:45:00"",""eaglei-matthew-2016-12035-1218z:12035|2016-10-07 13:00:00"",""eaglei-matthew-2016-12035-1218z:12035|2016-10-07 13:15:00"",""eaglei-matthew-2016-12035-1218z:12035|2016-10-07 13:30:00"",""eaglei-matthew-2016-12035-1218z:12035|2016-10-07 13:45:00"",""eaglei-matthew-2016-12035-1218z:12035|2016-10-07 14:00:00"",""eaglei-matthew-2016-12035-1218z:12035|2016-10-07 14:15:00"",""eaglei-matthew-2016-12035-1218z:12035|2016-10-07 14:30:00"",""eaglei-matthew-2016-12035-1218z:12035|2016-10-07 14:45:00"",""eaglei-matthew-2016-12035-1218z:12035|2016-10-07 15:00:00"",""eaglei-matthew-2016-12035-1218z:12035|2016-10-07 15:15:00"",""eaglei-matthew-2016-12035-1218z:12035|2016-10-07 15:30:00"",""eaglei-matthew-2016-12035-1218z:12035|2016-10-07 15:45:00"",""eaglei-matthew-2016-12035-1218z:12035|2016-10-07 16:00:00"",""eaglei-matthew-2016-12035-1218z:12035|2016-10-07 16:15:00"",""eaglei-matthew-2016-12035-1218z:12035|2016-10-07 16:30:00"",""eaglei-matthew-2016-12035-1218z:12035|2016-10-07 16:45:00"",""eaglei-matthew-2016-12035-1218z:12035|2016-10-07 17:00:00"",""eaglei-matthew-2016-12035-1218z:12035|2016-10-07 17:15:00"",""eaglei-matthew-2016-12035-1218z:12035|2016-10-07 17:30:00"",""eaglei-matthew-2016-12035-1218z:12035|2016-10-07 17:45:00""]","[{""county_fips"":""12035"",""end_utc"":""2016-10-07T18:00:00Z"",""receipt_id"":""eaglei-matthew-2016-12035-1218z"",""start_utc"":""2016-10-07T12:00:00Z""}]","[""NHC advisory scope is system/weather evidence, not county outage evidence.""]","[""Texas Uri and Beryl are not recataloged as new events.""]"
mi-2020-heavy-rain-flood,mi-2020-heavy-rain-flood,heavy_rain,"[""river_flood"",""dam_failure""]","[""usgs:mi-2020-tittabawassee""]",true,candidate_only,mi-2020-heavy-rain-flood-26111-2020-05-19t00z,26111,Census 2024 county-equivalent FIPS,mi-2020-heavy-rain-flood-replay,2020-05-19T00:00:00Z,2020-05-19T06:00:00Z,candidate_only,replay,uncovered,not_assessed,not_applicable,,,[],null,covered,time_series_or_grid,observed,24,24,[],null,unavailable,county_outage_5pct_v1,unavailable,85,unavailable,,,,"[""usgs-mi-2020-flood"",""eaglei-2020-42547894-20200519t000000-20200519t060000""]",available,"[""eaglei-2020-42547894-20200519t000000-20200519t060000:fips_code=26111|run_start_time=2020-05-19T00:00:00Z""]","[{""county_fips"":""26111"",""end_utc"":""2020-05-19T06:00:00Z"",""receipt_id"":""eaglei-2020-42547894-20200519t000000-20200519t060000"",""start_utc"":""2020-05-19T00:00:00Z""}]","[""Complete EAGLE-I outage coverage exists, but a matched county weather evidence source has not been established.""]","[""Do not attribute any county outage to flooding or dam failure without causal evidence.""]"
midwest-2020-08-10-corn-belt-derecho,sys-2020-08-10-corn-belt-derecho,convective wind,"[""tornado""]","[""915999"",""916103""]",true,accepted,midwest-2020-08-10-corn-belt-derecho-19113-1500,19113,TIGER/Line 2024 pending county crosswalk verification,midwest-2020-08-10-corn-belt-derecho-replay,2020-08-10T15:00:00Z,2020-08-10T21:00:00Z,accepted,replay,covered,authoritative_event_report,observed,,,[],"{""limitations"":""County event report establishes occurrence and interval only; it is not a weather time series or countywide damage measurement."",""scope_identifier"":""IA Linn County"",""source_event_ids"":[""916103""],""source_window"":{""end_utc"":""2020-08-10T17:50:00Z"",""start_utc"":""2020-08-10T16:30:00Z""},""spatial_scope"":""county""}",covered,time_series_or_grid,observed,24,24,[],null,matched,county_outage_5pct_v1,unavailable,,unavailable,,,,"[""ncei-stormevents-2020"",""eaglei-2020-42547894-20200810t150000-20200810t210000""]",available,"[""eaglei-2020-42547894-20200810t150000-20200810t210000:19113:2020-08-10 15:00:00Z"",""eaglei-2020-42547894-20200810t150000-20200810t210000:19113:2020-08-10 15:15:00Z"",""eaglei-2020-42547894-20200810t150000-20200810t210000:19113:2020-08-10 15:30:00Z"",""eaglei-2020-42547894-20200810t150000-20200810t210000:19113:2020-08-10 15:45:00Z"",""eaglei-2020-42547894-20200810t150000-20200810t210000:19113:2020-08-10 16:00:00Z"",""eaglei-2020-42547894-20200810t150000-20200810t210000:19113:2020-08-10 16:15:00Z"",""eaglei-2020-42547894-20200810t150000-20200810t210000:19113:2020-08-10 16:30:00Z"",""eaglei-2020-42547894-20200810t150000-20200810t210000:19113:2020-08-10 16:45:00Z"",""eaglei-2020-42547894-20200810t150000-20200810t210000:19113:2020-08-10 17:00:00Z"",""eaglei-2020-42547894-20200810t150000-20200810t210000:19113:2020-08-10 17:15:00Z"",""eaglei-2020-42547894-20200810t150000-20200810t210000:19113:2020-08-10 17:30:00Z"",""eaglei-2020-42547894-20200810t150000-20200810t210000:19113:2020-08-10 17:45:00Z"",""eaglei-2020-42547894-20200810t150000-20200810t210000:19113:2020-08-10 18:00:00Z"",""eaglei-2020-42547894-20200810t150000-20200810t210000:19113:2020-08-10 18:15:00Z"",""eaglei-2020-42547894-20200810t150000-20200810t210000:19113:2020-08-10 18:30:00Z"",""eaglei-2020-42547894-20200810t150000-20200810t210000:19113:2020-08-10 18:45:00Z"",""eaglei-2020-42547894-20200810t150000-20200810t210000:19113:2020-08-10 19:00:00Z"",""eaglei-2020-42547894-20200810t150000-20200810t210000:19113:2020-08-10 19:15:00Z"",""eaglei-2020-42547894-20200810t150000-20200810t210000:19113:2020-08-10 19:30:00Z"",""eaglei-2020-42547894-20200810t150000-20200810t210000:19113:2020-08-10 19:45:00Z"",""eaglei-2020-42547894-20200810t150000-20200810t210000:19113:2020-08-10 20:00:00Z"",""eaglei-2020-42547894-20200810t150000-20200810t210000:19113:2020-08-10 20:15:00Z"",""eaglei-2020-42547894-20200810t150000-20200810t210000:19113:2020-08-10 20:30:00Z"",""eaglei-2020-42547894-20200810t150000-20200810t210000:19113:2020-08-10 20:45:00Z""]","[{""county_fips"":""19113"",""end_utc"":""2020-08-10T21:00:00Z"",""receipt_id"":""eaglei-2020-42547894-20200810t150000-20200810t210000"",""start_utc"":""2020-08-10T15:00:00Z""}]","[""Embedded tornado reporting remains a compound component; NCEI tornado evidence is path-specific rather than countywide."",""Customer denominator is unavailable, so no outage rate or positive label is computed.""]",[]
midwest-2021-12-15-serial-derecho,sys-2021-12-15-central-plains-low,convective wind,"[""tornado"",""non-tropical high wind"",""winter weather""]","[""989994"",""994707""]",true,candidate_only,midwest-2021-12-15-serial-derecho-27043-0000,27043,TIGER/Line 2024 pending county crosswalk verification,midwest-2021-12-15-serial-derecho-replay,2021-12-16T00:00:00Z,2021-12-16T06:00:00Z,shortfall,replay,uncovered,authoritative_event_report,observed,,,[],"{""limitations"":""County tornado report establishes a path occurrence only; it is not countywide damage or a time series."",""scope_identifier"":""MN Faribault County"",""source_event_ids"":[""994707""],""source_window"":{""end_utc"":""2021-12-16T00:51:00Z"",""start_utc"":""2021-12-16T00:50:00Z""},""spatial_scope"":""county""}",UncoveredLabel,time_series_or_grid,observed,24,7,"[""2021-12-16T00:00:00Z"",""2021-12-16T00:15:00Z"",""2021-12-16T00:30:00Z"",""2021-12-16T00:45:00Z"",""2021-12-16T01:00:00Z"",""2021-12-16T01:15:00Z"",""2021-12-16T01:30:00Z"",""2021-12-16T01:45:00Z"",""2021-12-16T02:00:00Z"",""2021-12-16T02:15:00Z"",""2021-12-16T02:30:00Z"",""2021-12-16T02:45:00Z"",""2021-12-16T03:00:00Z"",""2021-12-16T03:15:00Z"",""2021-12-16T03:30:00Z"",""2021-12-16T03:45:00Z"",""2021-12-16T04:00:00Z""]",null,unavailable,county_outage_5pct_v1,UncoveredLabel,,unavailable,,,,[],unavailable,[],[],"[""County outage match pending EAGLE-I extraction."",""Gradient winds after convection are a component, not an independent high-wind event.""]",[]
midwest-2022-05-12-derecho,sys-2022-05-12-midwest-derecho,convective wind,"[""tornado""]","[""1033188""]",true,candidate_only,midwest-2022-05-12-derecho-27073-0000,27073,TIGER/Line 2024 pending county crosswalk verification,midwest-2022-05-12-derecho-replay,2022-05-12T18:00:00Z,2022-05-13T00:00:00Z,shortfall,replay,uncovered,authoritative_event_report,observed,,,[],"{""limitations"":""County event report establishes occurrence and interval only; it is not a weather time series or countywide measurement."",""scope_identifier"":""MN Lac qui Parle County"",""source_event_ids"":[""1033188""],""source_window"":{""end_utc"":""2022-05-12T22:17:00Z"",""start_utc"":""2022-05-12T22:11:00Z""},""spatial_scope"":""county""}",UncoveredLabel,time_series_or_grid,observed,24,3,"[""2022-05-12T18:00:00Z"",""2022-05-12T18:15:00Z"",""2022-05-12T18:30:00Z"",""2022-05-12T18:45:00Z"",""2022-05-12T19:00:00Z"",""2022-05-12T19:15:00Z"",""2022-05-12T19:30:00Z"",""2022-05-12T19:45:00Z"",""2022-05-12T20:00:00Z"",""2022-05-12T20:15:00Z"",""2022-05-12T20:30:00Z"",""2022-05-12T20:45:00Z"",""2022-05-12T21:00:00Z"",""2022-05-12T21:15:00Z"",""2022-05-12T21:30:00Z"",""2022-05-12T21:45:00Z"",""2022-05-12T22:00:00Z"",""2022-05-12T22:15:00Z"",""2022-05-12T22:30:00Z"",""2022-05-12T22:45:00Z"",""2022-05-12T23:00:00Z""]",null,unavailable,county_outage_5pct_v1,UncoveredLabel,,unavailable,,,,[],unavailable,[],[],"[""County weather/outage coverage remains pending."",""The May 13 gradient-wind phase shares this parent system and is not independent.""]",[]
minnesota-2019-07-19-northland-derecho,sys-2019-07-19-northland-derecho,convective wind,"[""hail""]","[""843853"",""843854""]",true,candidate_only,minnesota-2019-07-19-northland-derecho-27115-1800,27115,TIGER/Line 2024 pending county crosswalk verification,minnesota-2019-07-19-northland-derecho-replay,2019-07-19T18:00:00Z,2019-07-20T00:00:00Z,shortfall,replay,uncovered,not_assessed,not_applicable,,,[],null,UncoveredLabel,time_series_or_grid,observed,24,9,"[""2019-07-19T18:00:00Z"",""2019-07-19T18:15:00Z"",""2019-07-19T18:30:00Z"",""2019-07-19T18:45:00Z"",""2019-07-19T19:00:00Z"",""2019-07-19T19:15:00Z"",""2019-07-19T19:30:00Z"",""2019-07-19T22:00:00Z"",""2019-07-19T22:15:00Z"",""2019-07-19T22:30:00Z"",""2019-07-19T22:45:00Z"",""2019-07-19T23:00:00Z"",""2019-07-19T23:15:00Z"",""2019-07-19T23:30:00Z"",""2019-07-19T23:45:00Z""]",null,unavailable,county_outage_5pct_v1,UncoveredLabel,,unavailable,,,,[],unavailable,[],[],"[""Event timing and county source IDs require NCEI verification."",""No matched county outage evidence yet.""]",[]
minnesota-2022-05-30-severe,sys-2022-05-30-mn-severe,convective wind,"[""tornado""]","[""1031070"",""1031071""]",true,candidate_only,minnesota-2022-05-30-severe-27121-1800,27121,TIGER/Line 2024 pending county crosswalk verification,minnesota-2022-05-30-severe-replay,2022-05-30T18:00:00Z,2022-05-31T00:00:00Z,shortfall,replay,uncovered,authoritative_event_report,observed,,,[],"{""limitations"":""County thunderstorm-wind report establishes occurrence and interval only; it is not a time series."",""scope_identifier"":""MN Stearns County"",""source_event_ids"":[""1031070""],""source_window"":{""end_utc"":""2022-05-30T22:41:00Z"",""start_utc"":""2022-05-30T22:40:00Z""},""spatial_scope"":""county""}",UncoveredLabel,time_series_or_grid,observed,24,10,"[""2022-05-30T18:00:00Z"",""2022-05-30T18:15:00Z"",""2022-05-30T18:30:00Z"",""2022-05-30T18:45:00Z"",""2022-05-30T19:00:00Z"",""2022-05-30T19:15:00Z"",""2022-05-30T19:30:00Z"",""2022-05-30T19:45:00Z"",""2022-05-30T20:00:00Z"",""2022-05-30T20:15:00Z"",""2022-05-30T20:30:00Z"",""2022-05-30T20:45:00Z"",""2022-05-30T21:00:00Z"",""2022-05-30T21:15:00Z""]",null,unavailable,county_outage_5pct_v1,UncoveredLabel,,unavailable,,,,[],unavailable,[],[],"[""Archived summary must be supplemented by NCEI source IDs before acceptance."",""No matched county outage evidence yet.""]",[]
mn-2018-01-01-arctic,upper_midwest_2018-01-01_arctic,extreme_cold,[],"[""726380""]",false,candidate_only,mn-2018-01-01-arctic-27013-20180101t120000z,27013,Census TIGER/Line 2024,mn-2018-01-01-arctic-replay,2018-01-01T12:00:00Z,2018-01-01T18:00:00Z,candidate_only,replay,covered,authoritative_event_report,observed,,,[],"{""limitations"":""NCEI weather-zone report; not a county time series."",""scope_identifier"":""CZ_FIPS:083"",""source_event_ids"":[""726380""],""source_window"":{""end_utc"":""2018-01-01T14:00:00Z"",""start_utc"":""2018-01-01T06:00:00Z""},""spatial_scope"":""zone""}",UncoveredLabel,time_series_or_grid,observed,24,0,"[""2018-01-01T12:00:00Z"",""2018-01-01T12:15:00Z"",""2018-01-01T12:30:00Z"",""2018-01-01T12:45:00Z"",""2018-01-01T13:00:00Z"",""2018-01-01T13:15:00Z"",""2018-01-01T13:30:00Z"",""2018-01-01T13:45:00Z"",""2018-01-01T14:00:00Z"",""2018-01-01T14:15:00Z"",""2018-01-01T14:30:00Z"",""2018-01-01T14:45:00Z"",""2018-01-01T15:00:00Z"",""2018-01-01T15:15:00Z"",""2018-01-01T15:30:00Z"",""2018-01-01T15:45:00Z"",""2018-01-01T16:00:00Z"",""2018-01-01T16:15:00Z"",""2018-01-01T16:30:00Z"",""2018-01-01T16:45:00Z"",""2018-01-01T17:00:00Z"",""2018-01-01T17:15:00Z"",""2018-01-01T17:30:00Z"",""2018-01-01T17:45:00Z""]",null,unavailable,county_outage_5pct_v1,UncoveredLabel,,unavailable,,,,"[""ncei_stormevents_2018"",""eaglei-2018-42547879-20180101t120000-20180101t180000""]",unavailable,[],[],"[""EAGLE-I and canonical county/zone weather coverage have not been collected for this candidate; it cannot be accepted.""]",[]
mn-2018-04-14-blizzard,upper_midwest_2018-04-13_cyclone,blizzard,"[""heavy_snow"",""strong_wind""]","[""NCEI:StormEvents:740148"",""NCEI:StormEvents:740083""]",true,accepted,mn-2018-04-14-blizzard-27053-20180414t1800z,27053,Census TIGER/Line 2024,mn-2018-04-14-blizzard-replay,2018-04-14T18:00:00Z,2018-04-15T00:00:00Z,accepted,replay,covered,authoritative_event_report,observed,,,[],"{""limitations"":""Zone report establishes observed blizzard conditions but is not a county time series."",""scope_identifier"":""MNZ060 (Hennepin)"",""source_event_ids"":[""NCEI:StormEvents:740148""],""source_window"":{""end_utc"":""2018-04-15T01:00:00Z"",""start_utc"":""2018-04-14T16:00:00Z""},""spatial_scope"":""zone""}",covered,time_series_or_grid,observed,24,24,[],null,matched,county_outage_5pct_v1,unavailable,89,unavailable,,,,"[""ncei-stormevents-2018"",""eaglei-2018-42547879-20180414t180000-20180415t000000""]",available,"[""eaglei-2018-42547879-20180414t180000-20180415t000000:27053:2018-04-14T18:00:00Z"",""eaglei-2018-42547879-20180414t180000-20180415t000000:27053:2018-04-14T18:15:00Z"",""eaglei-2018-42547879-20180414t180000-20180415t000000:27053:2018-04-14T18:30:00Z"",""eaglei-2018-42547879-20180414t180000-20180415t000000:27053:2018-04-14T18:45:00Z"",""eaglei-2018-42547879-20180414t180000-20180415t000000:27053:2018-04-14T19:00:00Z"",""eaglei-2018-42547879-20180414t180000-20180415t000000:27053:2018-04-14T19:15:00Z"",""eaglei-2018-42547879-20180414t180000-20180415t000000:27053:2018-04-14T19:30:00Z"",""eaglei-2018-42547879-20180414t180000-20180415t000000:27053:2018-04-14T19:45:00Z"",""eaglei-2018-42547879-20180414t180000-20180415t000000:27053:2018-04-14T20:00:00Z"",""eaglei-2018-42547879-20180414t180000-20180415t000000:27053:2018-04-14T20:15:00Z"",""eaglei-2018-42547879-20180414t180000-20180415t000000:27053:2018-04-14T20:30:00Z"",""eaglei-2018-42547879-20180414t180000-20180415t000000:27053:2018-04-14T20:45:00Z"",""eaglei-2018-42547879-20180414t180000-20180415t000000:27053:2018-04-14T21:00:00Z"",""eaglei-2018-42547879-20180414t180000-20180415t000000:27053:2018-04-14T21:15:00Z"",""eaglei-2018-42547879-20180414t180000-20180415t000000:27053:2018-04-14T21:30:00Z"",""eaglei-2018-42547879-20180414t180000-20180415t000000:27053:2018-04-14T21:45:00Z"",""eaglei-2018-42547879-20180414t180000-20180415t000000:27053:2018-04-14T22:00:00Z"",""eaglei-2018-42547879-20180414t180000-20180415t000000:27053:2018-04-14T22:15:00Z"",""eaglei-2018-42547879-20180414t180000-20180415t000000:27053:2018-04-14T22:30:00Z"",""eaglei-2018-42547879-20180414t180000-20180415t000000:27053:2018-04-14T22:45:00Z"",""eaglei-2018-42547879-20180414t180000-20180415t000000:27053:2018-04-14T23:00:00Z"",""eaglei-2018-42547879-20180414t180000-20180415t000000:27053:2018-04-14T23:15:00Z"",""eaglei-2018-42547879-20180414t180000-20180415t000000:27053:2018-04-14T23:30:00Z"",""eaglei-2018-42547879-20180414t180000-20180415t000000:27053:2018-04-14T23:45:00Z""]","[{""county_fips"":""27053"",""end_utc"":""2018-04-15T00:00:00Z"",""receipt_id"":""eaglei-2018-42547879-20180414t180000-20180415t000000"",""start_utc"":""2018-04-14T18:00:00Z""}]","[""Weather evidence is a county-named forecast-zone report (MNZ060), not a station time series."",""Customer denominator is unavailable, so no outage rate or five-percent label is asserted.""]",[]
mn-2019-01-27-arctic,upper_midwest_2019-01-27_arctic,extreme_cold,[],"[""800140""]",false,accepted,mn-2019-01-27-arctic-27053-20190130t1200z,27053,Census TIGER/Line 2024,mn-2019-01-27-arctic-replay,2019-01-30T12:00:00Z,2019-01-30T18:00:00Z,accepted,replay,covered,authoritative_event_report,observed,,,[],"{""limitations"":""NWS zone report; it is not a county time series."",""scope_identifier"":""CZ_FIPS:060"",""source_event_ids"":[""800140""],""source_window"":{""end_utc"":""2019-01-31T12:00:00Z"",""start_utc"":""2019-01-29T20:00:00Z""},""spatial_scope"":""zone""}",covered,time_series_or_grid,observed,24,24,[],null,matched,county_outage_5pct_v1,unavailable,,unavailable,,,,"[""ncei_stormevents_2019"",""eaglei-2019-42547885-mn-2019-01-27-arctic-27053-20190130120000-20190130t120000-20190130t180000""]",available,"[""eaglei-2019-42547885-mn-2019-01-27-arctic-27053-20190130120000-20190130t120000-20190130t180000:27053|2019-01-30 12:00:00"",""eaglei-2019-42547885-mn-2019-01-27-arctic-27053-20190130120000-20190130t120000-20190130t180000:27053|2019-01-30 12:15:00"",""eaglei-2019-42547885-mn-2019-01-27-arctic-27053-20190130120000-20190130t120000-20190130t180000:27053|2019-01-30 12:30:00"",""eaglei-2019-42547885-mn-2019-01-27-arctic-27053-20190130120000-20190130t120000-20190130t180000:27053|2019-01-30 12:45:00"",""eaglei-2019-42547885-mn-2019-01-27-arctic-27053-20190130120000-20190130t120000-20190130t180000:27053|2019-01-30 13:00:00"",""eaglei-2019-42547885-mn-2019-01-27-arctic-27053-20190130120000-20190130t120000-20190130t180000:27053|2019-01-30 13:15:00"",""eaglei-2019-42547885-mn-2019-01-27-arctic-27053-20190130120000-20190130t120000-20190130t180000:27053|2019-01-30 13:30:00"",""eaglei-2019-42547885-mn-2019-01-27-arctic-27053-20190130120000-20190130t120000-20190130t180000:27053|2019-01-30 13:45:00"",""eaglei-2019-42547885-mn-2019-01-27-arctic-27053-20190130120000-20190130t120000-20190130t180000:27053|2019-01-30 14:00:00"",""eaglei-2019-42547885-mn-2019-01-27-arctic-27053-20190130120000-20190130t120000-20190130t180000:27053|2019-01-30 14:15:00"",""eaglei-2019-42547885-mn-2019-01-27-arctic-27053-20190130120000-20190130t120000-20190130t180000:27053|2019-01-30 14:30:00"",""eaglei-2019-42547885-mn-2019-01-27-arctic-27053-20190130120000-20190130t120000-20190130t180000:27053|2019-01-30 14:45:00"",""eaglei-2019-42547885-mn-2019-01-27-arctic-27053-20190130120000-20190130t120000-20190130t180000:27053|2019-01-30 15:00:00"",""eaglei-2019-42547885-mn-2019-01-27-arctic-27053-20190130120000-20190130t120000-20190130t180000:27053|2019-01-30 15:15:00"",""eaglei-2019-42547885-mn-2019-01-27-arctic-27053-20190130120000-20190130t120000-20190130t180000:27053|2019-01-30 15:30:00"",""eaglei-2019-42547885-mn-2019-01-27-arctic-27053-20190130120000-20190130t120000-20190130t180000:27053|2019-01-30 15:45:00"",""eaglei-2019-42547885-mn-2019-01-27-arctic-27053-20190130120000-20190130t120000-20190130t180000:27053|2019-01-30 16:00:00"",""eaglei-2019-42547885-mn-2019-01-27-arctic-27053-20190130120000-20190130t120000-20190130t180000:27053|2019-01-30 16:15:00"",""eaglei-2019-42547885-mn-2019-01-27-arctic-27053-20190130120000-20190130t120000-20190130t180000:27053|2019-01-30 16:30:00"",""eaglei-2019-42547885-mn-2019-01-27-arctic-27053-20190130120000-20190130t120000-20190130t180000:27053|2019-01-30 16:45:00"",""eaglei-2019-42547885-mn-2019-01-27-arctic-27053-20190130120000-20190130t120000-20190130t180000:27053|2019-01-30 17:00:00"",""eaglei-2019-42547885-mn-2019-01-27-arctic-27053-20190130120000-20190130t120000-20190130t180000:27053|2019-01-30 17:15:00"",""eaglei-2019-42547885-mn-2019-01-27-arctic-27053-20190130120000-20190130t120000-20190130t180000:27053|2019-01-30 17:30:00"",""eaglei-2019-42547885-mn-2019-01-27-arctic-27053-20190130120000-20190130t120000-20190130t180000:27053|2019-01-30 17:45:00""]","[{""county_fips"":""27053"",""end_utc"":""2019-01-30T18:00:00Z"",""receipt_id"":""eaglei-2019-42547885-mn-2019-01-27-arctic-27053-20190130120000-20190130t120000-20190130t180000"",""start_utc"":""2019-01-30T12:00:00Z""}]","[""Customer denominator unavailable; no outage rate or five-percent label asserted.""]",[]
mn-2019-02-24-blizzard,upper_midwest_2019-02-23_cyclone,blizzard,"[""heavy_snow"",""strong_wind""]","[""NCEI:StormEvents:803577""]",true,shortfall,mn-2019-02-24-blizzard-27037-20190224t1200z,27037,Census TIGER/Line 2024,mn-2019-02-24-blizzard-replay,2019-02-24T12:00:00Z,2019-02-24T18:00:00Z,shortfall,replay,covered,authoritative_event_report,observed,,,[],"{""limitations"":""Zone report is not a county time series."",""scope_identifier"":""MNZ070 (Dakota)"",""source_event_ids"":[""NCEI:StormEvents:803577""],""source_window"":{""end_utc"":""2019-02-25T00:00:00Z"",""start_utc"":""2019-02-24T15:00:00Z""},""spatial_scope"":""zone""}",UncoveredLabel,time_series_or_grid,observed,24,20,"[""2019-02-24T13:00:00Z"",""2019-02-24T14:30:00Z"",""2019-02-24T14:45:00Z"",""2019-02-24T15:00:00Z""]",null,not_matched,county_outage_5pct_v1,UncoveredLabel,,unavailable,,,,"[""ncei-stormevents-2019"",""eaglei-2019-42547885-mn-2019-02-24-blizzard-27037-20190224120000-20190224t120000-20190224t180000""]",available,"[""eaglei-2019-42547885-mn-2019-02-24-blizzard-27037-20190224120000-20190224t120000-20190224t180000:27037:2019-02-24T12:00:00Z"",""eaglei-2019-42547885-mn-2019-02-24-blizzard-27037-20190224120000-20190224t120000-20190224t180000:27037:2019-02-24T12:15:00Z"",""eaglei-2019-42547885-mn-2019-02-24-blizzard-27037-20190224120000-20190224t120000-20190224t180000:27037:2019-02-24T12:30:00Z"",""eaglei-2019-42547885-mn-2019-02-24-blizzard-27037-20190224120000-20190224t120000-20190224t180000:27037:2019-02-24T12:45:00Z"",""eaglei-2019-42547885-mn-2019-02-24-blizzard-27037-20190224120000-20190224t120000-20190224t180000:27037:2019-02-24T13:15:00Z"",""eaglei-2019-42547885-mn-2019-02-24-blizzard-27037-20190224120000-20190224t120000-20190224t180000:27037:2019-02-24T13:30:00Z"",""eaglei-2019-42547885-mn-2019-02-24-blizzard-27037-20190224120000-20190224t120000-20190224t180000:27037:2019-02-24T13:45:00Z"",""eaglei-2019-42547885-mn-2019-02-24-blizzard-27037-20190224120000-20190224t120000-20190224t180000:27037:2019-02-24T14:00:00Z"",""eaglei-2019-42547885-mn-2019-02-24-blizzard-27037-20190224120000-20190224t120000-20190224t180000:27037:2019-02-24T14:15:00Z"",""eaglei-2019-42547885-mn-2019-02-24-blizzard-27037-20190224120000-20190224t120000-20190224t180000:27037:2019-02-24T15:15:00Z"",""eaglei-2019-42547885-mn-2019-02-24-blizzard-27037-20190224120000-20190224t120000-20190224t180000:27037:2019-02-24T15:30:00Z"",""eaglei-2019-42547885-mn-2019-02-24-blizzard-27037-20190224120000-20190224t120000-20190224t180000:27037:2019-02-24T15:45:00Z"",""eaglei-2019-42547885-mn-2019-02-24-blizzard-27037-20190224120000-20190224t120000-20190224t180000:27037:2019-02-24T16:00:00Z"",""eaglei-2019-42547885-mn-2019-02-24-blizzard-27037-20190224120000-20190224t120000-20190224t180000:27037:2019-02-24T16:15:00Z"",""eaglei-2019-42547885-mn-2019-02-24-blizzard-27037-20190224120000-20190224t120000-20190224t180000:27037:2019-02-24T16:30:00Z"",""eaglei-2019-42547885-mn-2019-02-24-blizzard-27037-20190224120000-20190224t120000-20190224t180000:27037:2019-02-24T16:45:00Z"",""eaglei-2019-42547885-mn-2019-02-24-blizzard-27037-20190224120000-20190224t120000-20190224t180000:27037:2019-02-24T17:00:00Z"",""eaglei-2019-42547885-mn-2019-02-24-blizzard-27037-20190224120000-20190224t120000-20190224t180000:27037:2019-02-24T17:15:00Z"",""eaglei-2019-42547885-mn-2019-02-24-blizzard-27037-20190224120000-20190224t120000-20190224t180000:27037:2019-02-24T17:30:00Z"",""eaglei-2019-42547885-mn-2019-02-24-blizzard-27037-20190224120000-20190224t120000-20190224t180000:27037:2019-02-24T17:45:00Z""]","[{""county_fips"":""27037"",""end_utc"":""2019-02-24T18:00:00Z"",""receipt_id"":""eaglei-2019-42547885-mn-2019-02-24-blizzard-27037-20190224120000-20190224t120000-20190224t180000"",""start_utc"":""2019-02-24T12:00:00Z""}]","[""Weather is a Dakota forecast-zone report, not a station time series."",""Missing EAGLE-I rows are UncoveredLabel, never zero.""]","[""EAGLE-I 27037 observation window has 20 of 24 expected 15-minute rows and cannot be accepted.""]"
